lat	lon	essence	anne_plant
48.8529037051	2.31108059007	Platane	2011
48.8481138326	2.29238018583	Non spécifié	2014
48.8687534827	2.35406179387	Platane	2013
48.893340978	2.36348151333	Fevier	1993
48.8622149716	2.26258934541	Tilleul	2000
48.8418439865	2.27406128131	Hêtre	1991
48.8842875725	2.28884469123	Mûrier	2006
48.8748291567	2.3656342223	Charme-Houblon	1998
48.8409267839	2.27660318127	Magnolia	1991
48.8349250514	2.28272693637	Platane	1996
48.857186304	2.26735317755	Robinier	2007
48.8835858697	2.33303118449	Micocoulier	2000
48.8289045032	2.31664076797	Erable	1974
48.8486555237	2.40482873219	Sophora	1936
48.8523561111	2.40379236617	Pommier à fleurs	2011
48.8427914818	2.39025985613	Noisetier de Byzance	1994
48.8382158373	2.25548154946	Platane	2007
48.8728346587	2.29501755477	Platane	1995
48.8772597754	2.34256112736	Sophora	1987
48.8702246615	2.3749941174	Poirier à fleurs	2000
48.8588075679	2.26752638663	Marronnier	1993
48.828586131	2.27024363471	Savonnier	2008
48.8388165964	2.25697743063	Sophora	1996
48.8875469447	2.31308655514	Frêne	1989
48.8346181284	2.28379676777	Paulownia	2009
48.841737868	2.2747033206	Hêtre	1991
48.8292679737	2.3822917822	Magnolia	2000
48.8181513598	2.35327080405	Peuplier	1987
48.8563600235	2.37069242047	Sophora	1960
48.858752248	2.38942513225	Sophora	1996
48.837601114	2.35487336909	Cedrele	1993
48.867914439	2.36370052787	Fevier	2013
48.8781993911	2.27051049095	Tilleul	2005
48.8410647935	2.27624101453	Hêtre	1991
48.8185375336	2.35834526655	Poirier à fleurs	1994
48.8514416507	2.36132236228	Platane	2008
48.8458682268	2.39533089284	Non spécifié	2013
48.8479039158	2.36034301026	Eucalyptus	2007
48.8425282007	2.38710553264	Noisetier de Byzance	1992
48.8846792376	2.33060326661	Tilleul	1994
48.8883705861	2.3599895147	Tilleul	1988
48.8691878205	2.26753317865	Platane	2003
48.8477094968	2.27215591422	Platane	1997
48.8414075934	2.27598639865	Poirier à fleurs	1991
48.8866689445	2.31199009805	Noisetier de Byzance	1993
48.8774501093	2.32723831539	Fevier	1989
48.8835342855	2.37065968586	Erable	1988
