lat	lon	essence	anne_plant
48.8397863871	2.3283841282	Sophora	1922
48.8396795551	2.32885245604	Cedrele	1922
48.8398357686	2.32823767074	Cedrele	1922
48.8416135375	2.32379929214	Pterocarya	1922
48.8398462616	2.32870087162	Cedrele	1922
48.8410136522	2.32551437182	Sophora	1922
48.8414986874	2.32335654623	Pterocarya	1922
48.8400866636	2.32748491596	Sophora	1922
48.8405325783	2.32665292171	Sophora	1922
48.8403186745	2.32694076858	Sophora	1922
48.8405816028	2.32650730986	Sophora	1922
48.8400404083	2.32811842391	Sophora	1922
48.8400242786	2.32847178815	Cedrele	1922
48.8412558859	2.32404037397	Pterocarya	1922
48.841061769	2.32537216224	Sophora	1922
48.8400940416	2.32825183852	Sophora	1922
48.8399012165	2.32884049502	Sophora	1922
48.8413767635	2.32369122636	Pterocarya	1922
48.8406292251	2.32636339241	Sophora	1922
48.8406521228	2.32629441605	Sophora	1922
48.8403037002	2.32683774964	Sophora	1922
48.8408452691	2.32571366604	Sophora	1922
48.8408700671	2.3256421293	Sophora	1922
48.8407287883	2.32571538333	Sophora	1922
48.8406645796	2.32576052767	Sophora	1922
48.8403925609	2.32672362126	Sophora	1922
48.8401443009	2.32780932	Cedrele	1922
48.8414615826	2.32394409118	Pterocarya	1922
48.8398987112	2.32819423675	Cedrele	1922
48.8407813774	2.32540798264	Sophora	1922
48.8409725702	2.32563700299	Sophora	1922
48.839883533	2.32809461354	Cedrele	1922
48.8408021022	2.32534582001	Sophora	1922
48.839680514	2.32949787383	Cedrele	1922
48.8418455881	2.32314868517	Pterocarya	1922
48.8415207431	2.32329608062	Pterocarya	1922
48.8399721844	2.32797367892	Cedrele	1922
48.8412897544	2.3247062285	Pterocarya	1922
48.8401356891	2.32733930622	Sophora	1922
48.8399511543	2.32869063773	Cedrele	1922
48.8405396301	2.32692965316	Sophora	1922
48.8404366293	2.32693734489	Sophora	1922
48.8407518965	2.32564555897	Sophora	1922
48.840037283	2.3276313749	Sophora	1922
48.8408063881	2.3261351532	Sophora	1922
48.8397620152	2.32845651465	Cedrele	1922
48.8408867457	2.32524278069	Sophora	1922
48.8398276688	2.32905934919	Cedrele	1922
48.8405843813	2.32614797579	Sophora	1922
48.841662524	2.32290043093	Pterocarya	1922
48.8406831936	2.32650302872	Sophora	1922
48.8410800964	2.32531680306	Sophora	1922
48.8398732695	2.3289213901	Cedrele	1922
48.8398938197	2.32855781761	Cedrele	1922
48.8409083827	2.32517976084	Sophora	1922
48.8401255141	2.32751555392	Sophora	1922
48.8406888819	2.32568729479	Sophora	1922
48.8404406103	2.32657886772	Sophora	1922
48.8401697863	2.32802600399	Cedrele	1922
48.8409300866	2.32511589529	Sophora	1922
48.8407763387	2.32557318238	Sophora	1922
48.8401494009	2.32744487607	Sophora	1922
48.8407332062	2.32635571353	Sophora	1922
48.8417136022	2.32275617405	Pterocarya	1922
48.8399473189	2.32804776189	Cedrele	1922
48.8400159654	2.32819250125	Cedrele	1922
48.8395346147	2.32993300023	Cedrele	1922
48.8417766893	2.32334114276	Pterocarya	1922
48.8400721862	2.32832702565	Cedrele	1922
48.8408424992	2.3253747601	Sophora	1922
48.8410871602	2.32499408561	Sophora	1922
48.8411057284	2.32446359777	Pterocarya	1922
48.8404190943	2.32728815616	Sophora	1922
48.8407091853	2.32642639454	Sophora	1922
48.8405119699	2.32636341551	Sophora	1922
48.8398523999	2.32898525507	Cedrele	1922
48.8398706378	2.3286276404	Cedrele	1922
48.8401185192	2.32788510505	Cedrele	1922
48.8403411092	2.3272260121	Sophora	1922
48.8404672802	2.32714509071	Sophora	1922
48.8408761301	2.32592312673	Sophora	1922
48.8412888116	2.32442778942	Pterocarya	1922
48.840279464	2.32691012215	Sophora	1922
48.8415349079	2.32373800545	Pterocarya	1922
48.8403645011	2.32715534045	Sophora	1922
48.8400486546	2.32839855655	Sophora	1922
48.8409727149	2.32498559945	Sophora	1922
48.8407258752	2.3260730172	Sophora	1922
48.8410221225	2.32518910168	Sophora	1922
48.8399988725	2.32789448947	Cedrele	1922
48.8416611496	2.32366644636	Pterocarya	1922
48.8399086722	2.32801966867	Cedrele	1922
48.8398601405	2.32816528408	Cedrele	1922
48.839737706	2.32852888656	Sophora	1922
48.8416830695	2.3236042794	Pterocarya	1922
48.8404951003	2.32626550382	Sophora	1922
48.8409142468	2.32551098207	Sophora	1922
48.8407732772	2.32592996024	Sophora	1922
48.8404652589	2.32650477256	Sophora	1922
